thickness,size,materials,dielect1,lambda_max_1,intensity_1,fwhm_1,lambda_max_2,intensity_2,fwhm_2,lambda_max_3,intensity_3,fwhm_3,centroid,spectral_variance,integrated_area,skewness,peak_sep_12,peak_sep_23,intensity_ratio_2_to_1,intensity_ratio_3_to_1
4.0,48,2.6,10.4,553.894,0.015234188386513841,67.05879983873626,478.436,0.007069931488949009,157.55448261626026,332.98,0.004818131894567662,,511.69183397326225,12070.84025529695,1.9809703490252264,1.7377510433832717,-75.45800000000003,-145.45599999999996,0.4640832389343241,0.3162709933948922
4.0,53,2.6,10.4,591.379,0.01724969951337632,94.02509837614957,478.436,0.010124920310372676,202.46743630058916,341.778,0.006320110026853866,,522.8122199650167,12591.088724423742,2.967443574425028,1.1182813808479615,-112.94300000000004,-136.65799999999996,0.5869621266458168,0.3663895722909794
4.0,52,2.6,10.4,576.561,0.017724470774852584,61.86055705789579,474.489,0.011040035031941517,177.98885109365278,348.172,0.00711373694049872,,497.7755448495243,10914.12368837174,2.6286973161393603,1.2169244036921254,-102.07200000000006,-126.31699999999995,0.6228696569945027,0.4013511619535442
4.0,50,2.6,10.4,564.844,0.02011027476582923,63.7318538748176,341.778,0.008191667895031153,,,,,502.5245536013485,11696.35840410939,2.5616585114038832,1.6991512984339896,-223.06600000000003,,0.4073374426962175,
4.0,49,2.6,10.4,569.533,0.01263389160901015,91.49561884555999,480.803,0.007712517768624536,188.73340444813647,334.58,0.00557010921934634,,509.7256146447128,12736.991711491957,2.1934633855501398,1.0428156109496176,-88.73000000000002,-146.223,0.610462556376863,0.44088625988954094
4.0,51,2.6,10.4,573.438,0.01895411944798836,59.1887105562555,476.068,0.007763793789394897,175.54052005318925,335.38,0.006987195271575535,66.5887183617383,515.0860298237247,12374.295830091292,2.376168177076314,1.7694961347544051,-97.37,-140.688,0.40960983762392006,0.36863729231785025
4.0,48,2.6,10.4,568.752,0.015463021032875248,66.97810444098252,481.592,0.006519198596295834,173.85190010783657,,,,499.1128214321911,10908.141900737059,2.0892252467236156,1.4874536059162644,-87.15999999999997,,0.4215992840231966,
4.0,58,2.6,10.4,607.725,0.020695515995768195,97.56627769073089,477.646,0.012079497490817106,230.7514087178908,333.78,0.008979872661643197,74.1604842344247,529.4398826570625,12777.756039337919,3.872394792169669,0.9316087490864572,-130.079,-143.86600000000004,0.5836770387018673,0.43390426522727893
4.0,46,2.6,10.4,564.844,0.012403219554482519,84.05001439870671,466.59,0.009006204263092408,185.46897815613858,334.58,0.004743772275088512,,493.3729233059747,9020.924072485861,2.092258403808185,1.0098816017722014,-98.25400000000008,-132.01,0.7261182649820601,0.38246297699165654
4.0,51,2.6,10.4,568.752,0.014007948264772991,101.17617181147773,469.75,0.009172480869320642,209.60109274889538,327.379,0.007530554549332342,,517.902255948184,14179.814711271127,2.734297586760484,0.8700352880162769,-99.00199999999995,-142.37099999999998,0.6548054501591414,0.5375915449566646
4.0,55,2.6,10.4,603.058,0.01938731277472573,79.6104005827923,468.96,0.009766949651100395,229.16021668021483,841.019,0.0005851071056062532,62.50267392436183,526.7827045153282,14523.358982810649,3.2744169211775387,1.1713518853517397,-134.098,372.059,0.5037804756434878,0.03017989715258672
4.0,52,2.6,10.4,567.189,0.014694388149090453,60.71154766803045,474.489,0.00799607554841664,172.91094454217347,340.978,0.007294332562309025,,507.84454979202525,16861.392446627127,2.2615733527795063,1.2904995703341458,-92.69999999999999,-133.51099999999997,0.5441584547303235,0.4964026054232497
4.0,50,2.6,10.4,571.877,0.020073717758390078,58.29271420568227,473.699,0.010636701631469903,175.44019162553514,346.573,0.006169214595616772,,505.0799479613451,10263.940124256927,2.6008012954949753,1.565991695518699,-98.17799999999994,-127.12600000000003,0.5298819959259491,0.30732795339011215
4.0,49,2.6,10.4,604.614,0.015400883421849714,99.12780111901816,474.489,0.00948413667960463,225.951058377035,333.78,0.006834591115735389,88.30230508577148,527.363882098145,13480.080404425404,2.946447577228639,0.9244891510346532,-130.12500000000006,-140.709,0.6158177047265476,0.4437791604888679
4.0,51,2.6,10.4,596.053,0.012734038343415731,126.73125193574606,469.75,0.007468171900968841,237.25352910708705,340.978,0.006012200324691211,77.37760539939234,534.2126619925225,13266.131823667709,2.6309763685039758,0.8650203025230278,-126.303,-128.772,0.5864731752461181,0.4721361882658287
4.0,60,2.6,10.4,611.612,0.023055129649478267,99.0071004587578,333.78,0.01035973425989716,62.990621811726214,465.799,0.010063900725125573,269.84589404950725,538.2151965920457,12899.073735920345,4.162489976150681,1.0684600229419907,-277.832,132.019,0.4493461723010349,0.43651460122469177
4.0,51,2.6,10.4,584.364,0.014010702286077675,92.18542424308805,477.646,0.0073125297211498845,207.86516049053404,331.38,0.0070842026001768695,,525.4791328964443,16330.479504120094,2.550133399543058,1.095959182467304,-106.71800000000002,-146.26600000000002,0.5219245667946487,0.5056279446617309
4.0,58,2.6,10.4,600.724,0.015277940653112252,94.50613296749714,480.014,0.009244730779167735,207.25002416152398,346.573,0.009184393765678235,,527.3439795094007,17190.989364780824,2.9696492536764993,0.922131867829234,-120.71000000000004,-133.44100000000003,0.6051032000366163,0.6011539103476811
4.0,60,2.6,10.4,604.614,0.018067268446401937,110.05063134047873,479.225,0.011019193510230155,222.6130626309614,332.98,0.007517215050108269,,534.4194628427856,13286.875188572221,3.493166587407875,0.9247350073025599,-125.38900000000001,-146.245,0.609898144975236,0.4160681550954266
4.0,58,2.6,10.4,590.6,0.019832949802508933,74.53480213694831,480.014,0.007989280251543336,207.63966344174344,344.975,0.006526830450543078,,528.771212595927,12977.043924516425,2.8943681410273054,1.5074352183347195,-110.58600000000001,-135.039,0.4028286427938554,0.32909025210750104
4.0,58,2.6,10.4,604.614,0.0170524731246879,99.03326548428765,480.014,0.008818346328756737,214.52402303687597,,,,524.2196148927356,13795.296004787575,2.997975003374138,0.9976096159101991,-124.60000000000002,,0.5171300528830555,
4.0,53,2.6,10.4,575.781,0.013008568440845204,95.94883089822292,474.489,0.007813968273530356,200.67082561225584,331.38,0.00711333612639344,,510.98032498018114,14847.14951555527,2.456484076882676,0.8991836991122413,-101.29199999999997,-143.10899999999998,0.6006785688266448,0.5468192875134895
4.0,52,2.6,10.4,578.122,0.012986208667297543,84.88384696267394,476.068,0.0075510653482057846,206.35286795371985,345.774,0.00546034917079267,,524.750252734106,15638.929906612924,2.2849650980509075,1.0650347958780186,-102.05399999999997,-130.29399999999998,0.5814680436501238,0.420472927140249
4.0,55,2.6,10.4,596.831,0.01308759269358845,109.93437788688061,479.225,0.007920672725462216,216.46037928838473,344.975,0.007861519995334266,,515.7020791012098,13146.357096588867,2.6022795203599847,0.760776183946399,-117.606,-134.25,0.605204708834079,0.6006849524882898
4.0,49,2.6,10.4,569.533,0.011935011270789336,172.11789331395101,478.436,0.008274160298322461,198.88015374588844,336.98,0.005350984015101438,77.79659280896931,514.2645656032777,11527.787974789137,2.1824225280391736,0.9144227740025928,-91.09700000000004,-141.45599999999996,0.6932679082233695,0.4483434404622514
4.0,55,2.6,10.4,601.502,0.018226014368891038,72.62097413751451,467.38,0.007809827339875922,222.07696803294738,348.971,0.006564812159748081,,534.6655119068133,13931.765964804074,2.7673759801135738,1.470602539905722,-134.12199999999996,-118.40899999999999,0.4284989126973409,0.3601891245599581
4.0,52,2.6,10.4,571.096,0.018436533451867968,66.65234617773012,465.799,0.00833920996296792,190.83299419357502,348.971,0.006702629545792103,83.36588851144825,518.0980707862652,13424.263298168815,2.6565000711934945,1.521592000216132,-105.29700000000003,-116.82799999999997,0.4523198455251359,0.3635515083836436
4.0,55,2.6,10.4,603.058,0.01524885232119459,68.16275980292482,468.96,0.006573450591166829,219.9255301027885,344.176,0.006509854416426891,69.42604890269712,523.0410611863593,12931.493234365214,2.197998751545903,1.4638912066586476,-134.098,-124.78399999999999,0.43107838234030893,0.4269078275076974
4.0,50,2.6,10.4,565.626,0.01355554938471434,171.76159903214943,465.799,0.008702919292057878,202.6249320803608,324.977,0.006622364722191067,,516.6348930770346,12814.250031219626,2.550950375105358,0.9722102217032236,-99.827,-140.822,0.6420189285630549,0.48853532485069556
4.0,60,2.6,10.4,612.389,0.024965044080056127,60.63620184409069,477.646,0.011466089061862283,221.5985281983838,326.578,0.009375450785065168,,546.9127424051012,19511.86004043299,3.9979949061743496,1.567389106881561,-134.743,-151.06800000000004,0.45928575271462146,0.3755431296255933
4.0,56,2.6,10.4,606.947,0.0206495478702966,62.38861129204167,465.799,0.008895263891698197,91.14602127790556,349.77,0.006635948343653197,,544.8665844858181,17464.84786218419,3.1270233381846944,1.6788391815145192,-141.14800000000002,-116.029,0.43077281631398884,0.32136046684095665
4.0,56,2.6,10.4,603.836,0.02368008117089857,58.1109921562695,471.33,0.009696265427392632,216.06953516787365,345.774,0.006401640833564983,68.85658149640079,544.4621240839263,14430.077512866732,3.0874610749908236,1.884884711652178,-132.50600000000003,-125.55599999999998,0.40946926479748613,0.2703386355546882
4.0,62,2.6,10.4,596.831,0.03438307753951539,57.399082478941295,465.009,0.012680122409443712,214.6278067584824,338.579,0.007724609412667695,76.84385470481425,544.6429718605528,13398.936611303565,4.247300040253444,2.044549969242564,-131.822,-126.43,0.3687896289932408,0.2246631181804492
4.0,60,2.6,10.4,641.864,0.02609155687202013,62.21342411205637,475.278,0.011162632922714275,250.14836955848062,347.373,0.007791279656334671,79.51429261342395,550.9439974980124,14140.766845187482,3.8990510427549196,1.4565948288737962,-166.586,-127.90500000000003,0.42782548306593293,0.2986130607135148
4.0,70,2.6,10.4,644.96,0.03831884274134166,59.813942958037956,472.119,0.014526604289647395,258.8686773889188,340.179,0.010224631426169485,,555.6556874492068,14807.381431029107,5.276794362691852,1.7707797084394432,-172.841,-131.94000000000005,0.37909819948645906,0.26683038147021787
4.0,63,2.6,10.4,617.051,0.031666835120515935,58.185264404679515,335.38,0.01025437599466255,80.17914318351575,481.592,0.01016484059920375,215.6842123033204,539.9862301811951,14104.694379107785,4.073479777696239,1.8741050978714244,-281.67100000000005,146.212,0.3238206772365157,0.3209932587364335
4.0,60,2.6,10.4,621.709,0.02683664680684695,62.04069760486152,478.436,0.009840703789926263,224.39449890597052,343.376,0.009520365135524886,,531.7438732421698,13250.651180894394,3.6926150793496473,1.5560924571507118,-143.27299999999997,-135.06,0.3666890226917456,0.35475241016682885
4.0,56,2.6,10.4,605.392,0.02926453336366281,59.67496629603261,465.799,0.00975583218262383,219.4584944876977,343.376,0.00835042397646329,,533.7805072289677,12936.850098306151,3.653684353293926,1.954762335304491,-139.59300000000007,-122.423,0.3333670850442281,0.2853428029312726
4.0,62,2.6,10.4,626.365,0.03080251066936209,62.319606500635814,472.119,0.012754090106386203,241.52297999702785,329.78,0.01029726666652772,,543.9226272310768,16674.45944676491,4.545309968640543,1.6395812822954952,-154.24599999999998,-142.33900000000006,0.4140600824163382,0.3342995893113986
4.0,56,2.6,10.4,602.28,0.03081154030553345,64.9854529049685,474.489,0.011520163186288849,215.55289452571685,,,,530.6670529583208,15369.521104655256,4.40260387792476,1.6192531372497023,-127.791,,0.37389118077358635,
4.0,64,2.6,10.4,627.141,0.043033291845922604,58.68454353544905,336.18,0.013942656589630058,,467.38,0.013159139488548001,246.6487403526619,550.8719840648932,15429.238164096832,5.681504822496429,1.953229135359406,-290.96099999999996,131.2,0.32399697981624714,0.30578974845018336
4.0,66,2.6,10.4,622.485,0.0364782074556056,56.79663891487837,465.799,0.013666507836274508,113.54345946762822,336.18,0.011310774184483995,,536.5135072682419,14870.776488928654,4.912012208984015,1.8116699032736252,-156.68600000000004,-129.61899999999997,0.37464855840043143,0.3100693530034155
4.0,59,2.6,10.4,625.589,0.027529979857133707,75.91061478207234,470.54,0.011675708073909288,241.01913092535682,344.975,0.009117981414089756,,544.7133431488146,15629.584862125488,4.313362126166836,1.4565438727202118,-155.04900000000004,-125.565,0.42410884913465785,0.33120189195224053
4.0,58,2.6,10.4,629.467,0.02951351716293059,67.8216518488241,472.119,0.013343473390606745,238.7168416256199,333.78,0.010032323287439185,68.94511328760387,550.5949799171091,16129.122722688877,4.477225845489017,1.5649943374767152,-157.34799999999996,-138.33900000000006,0.4521139692346239,0.33992299975822365
4.0,60,2.6,10.4,613.166,0.03269239781735334,63.10047453669392,473.699,0.012222061406769206,221.56739791756218,344.176,0.011291110142688902,,531.4944458298804,14115.331708633728,4.433356697416927,1.6884053405822614,-139.46700000000004,-129.52300000000002,0.3738502594716884,0.34537418166052986
4.0,56,2.6,10.4,620.157,0.01521714807610614,79.3628780826781,476.857,0.008541937554021864,227.83434189389158,343.376,0.0066530462595400155,,533.2159645430705,15448.157199031719,2.7405572405785095,1.01047011043892,-143.3,-133.48100000000005,0.5613362971366728,0.4372071709012665
4.0,60,2.6,10.4,623.261,0.025866077596613333,64.1446650429748,485.536,0.009932752232128576,223.4233083462729,346.573,0.008421173124760192,,540.3964225783079,14457.762054282324,3.6788191533074466,1.5898755034395673,-137.72499999999997,-138.96300000000002,0.3840068984185325,0.3255682309505939
4.0,57,2.6,10.4,593.716,0.029679492217065784,59.655531520880686,480.014,0.01032325423491787,203.3187557430726,341.778,0.00918677281588044,,544.9755784979981,16984.36277494674,3.9834426377656005,1.9448679639578206,-113.702,-138.236,0.3478244896987143,0.30953268164736397
4.0,59,2.6,10.4,631.793,0.014126451107599346,62.90228914018701,336.18,0.00550733809055806,78.8651463917077,477.646,0.00482110406526989,237.51496510548282,555.9865323502643,18199.802165117344,2.0845749754146046,1.7063749838948383,-295.613,141.466,0.3898599902133508,0.3412820409420714
4.0,60,2.6,10.4,604.614,0.02983123228858684,55.48395413991216,480.803,0.008549163769183478,198.43028411793296,336.18,0.008161369505941514,69.02174120613648,547.4539401707955,13719.500906106547,3.283531793022085,2.251985557507124,-123.81100000000004,-144.623,0.2865843316990398,0.27358472579974447
4.0,56,2.6,10.4,600.724,0.02887253224851275,62.9629232610157,480.803,0.011917314621151883,202.37996526995772,341.778,0.009370082570795937,,536.0914651820864,15646.184293888951,3.96585501387147,1.6928813462584573,-119.92100000000005,-139.02499999999998,0.41275612816280616,0.32453275972281914
4.0,61,2.6,10.4,637.992,0.022715666778576424,103.90071721562549,472.909,0.010040703614752655,270.20251163434637,345.774,0.008707054749927105,,555.1211480589831,16270.486673033107,4.290631572550469,1.0887826125566458,-165.08299999999997,-127.13499999999999,0.4420166800572296,0.3833061487826936
4.0,62,2.6,10.4,618.604,0.025465703829008396,55.721240421263246,483.959,0.01123480767750714,212.57688756031314,346.573,0.008112706001207184,,541.7511632189438,15938.604517004174,3.5144151503903793,1.7226845837268223,-134.64500000000004,-137.38600000000002,0.4411740493388362,0.31857379853628354
4.0,64,2.6,10.4,641.09,0.02485423793124493,73.11646804279053,483.959,0.009935862033773477,239.46115434697816,337.78,0.008397352766386751,,552.952655241048,13918.779954214788,3.7149425505036175,1.4091361926479051,-157.13100000000003,-146.17900000000003,0.39976530607212213,0.33786402100183544
4.0,59,2.6,10.4,604.614,0.02017937833097609,59.415292865241554,484.748,0.010152520721068925,193.40723258316143,343.376,0.005923249612519114,,523.7162570535232,12148.20865191556,2.765846354337553,1.479627064161386,-119.86600000000004,-141.372,0.5031136516968132,0.29352983602208926
4.0,58,2.6,10.4,610.835,0.02325047693182161,73.06465404215453,470.54,0.010780765463846176,229.22946708657344,348.172,0.008426799310660813,79.05565227409937,546.1404948489569,16681.521512749634,3.704630858698374,1.4664090966512828,-140.29500000000002,-122.368,0.46367932560949554,0.36243554639206266
4.0,58,2.6,10.4,606.17,0.033740091992736095,58.13867091575105,342.577,0.011967061533211065,,462.638,0.01124881808789536,228.41839624474403,532.119561130999,17030.207436475608,4.728489088260511,1.764228545293523,-263.59299999999996,120.06099999999998,0.3546837256930851,0.33339618902986745
4.0,62,2.6,10.4,641.09,0.022535782131083808,93.62254241092353,474.489,0.011579176944827446,256.13940839240377,333.78,0.009059213667824492,,546.5226391780819,15711.025186531531,4.112559456751608,0.9908479338516268,-166.60100000000006,-140.709,0.513812960982445,0.4019924232107763
4.0,63,2.6,10.4,624.813,0.024290464863453248,70.07533361069375,475.278,0.011250818825329035,246.9684545153226,348.172,0.0079615623220193,,542.6963459875611,15795.687656479882,3.9169473414919826,1.3616134707942809,-149.53499999999997,-127.106,0.463178407188769,0.32776492202905694
4.0,60,2.6,10.4,624.037,0.03136889625861031,62.31346753246282,474.489,0.01282815961149276,244.3635297715552,325.778,0.010944512858911465,,535.8420495639132,15388.447649572554,4.614619894504421,1.5337477170998304,-149.54800000000006,-148.71099999999996,0.40894520182461364,0.34889697006496856
4.0,61,2.6,10.4,615.497,0.03293523283348081,62.65312440706134,477.646,0.01270379191566314,221.6504893955791,336.98,0.009399500680889761,,546.13079303393,14580.70065033147,4.502534487634572,1.7747159522653206,-137.85099999999994,-140.666,0.3857204222570095,0.285393479026344
4.0,64,2.6,10.4,658.876,0.02081482761101072,69.26608637308937,478.436,0.012772181974925205,100.89120614545436,321.775,0.008951042972396243,,551.7568471326172,18340.462931860922,3.9705733010494333,0.9234661414567701,-180.44,-156.661,0.6136097888300032,0.4300320492522975
4.0,62,2.6,10.4,648.828,0.02975533229732667,66.82892376647158,449.189,0.014601509596212248,90.53877833801027,349.77,0.008570092628052169,,550.4956865382469,17297.70884582033,4.732117627796575,1.4443995706175394,-199.63899999999995,-99.41900000000004,0.4907190902897126,0.28801871686111663
4.0,56,2.6,10.4,599.945,0.023188350905507464,53.75841281615146,468.17,0.01096841590203895,87.24978665728293,728.057,0.0015426117523070963,75.46750148871172,524.6156511113032,15447.764482483732,3.1350100521251725,1.7548105331933095,-131.77500000000003,259.887,0.4730140554942974,0.06652528929690772
4.0,58,2.6,10.4,594.495,0.02386658034143579,58.0691114691673,465.799,0.010076784808306738,218.2519876754672,347.373,0.00675226406242809,,527.8139651478848,13681.209740353463,3.2363443621527406,1.728472313042236,-128.69600000000003,-118.42599999999999,0.4222131811155199,0.2829171153064268
4.0,64,2.6,10.4,624.813,0.03109716588229135,57.790291535019605,470.54,0.01327759577948962,244.64915200459313,342.577,0.010137006793012476,,541.443530489666,15555.450581487556,4.5040341249037725,1.6770719042181752,-154.27299999999997,-127.96300000000002,0.42697124971927763,0.32597847763307314
4.0,64,2.6,10.4,619.38,0.029147226534528146,55.32651549518539,478.436,0.009920348568493522,218.43711532194556,334.58,0.009303162813521336,74.11995477106115,542.1113074889756,13992.00236811424,3.5233656486651355,2.0358021536717485,-140.94400000000002,-143.856,0.34035308837160755,0.31917832053422646
4.0,63,2.6,10.4,617.827,0.033524263100981486,54.8639533531242,481.592,0.010930002534459625,212.6512831754846,332.98,0.008178676097071806,,552.1973612437989,13627.575344254556,3.8006110759131175,2.2250472907603416,-136.235,-148.61199999999997,0.32603259619865077,0.24396288957750006
4.0,63,2.6,10.4,595.274,0.03493670231184016,60.2055411986604,478.436,0.014242739447949758,202.3847609873045,329.78,0.012341035018933872,,521.6197076538037,12848.756471431803,4.575006572053274,1.6998754129064142,-116.83800000000002,-148.656,0.40767269105197856,0.3532398366846277
4.0,60,2.6,10.4,639.541,0.029973549751965235,84.00015834667329,473.699,0.014319662694810832,252.25106341533603,337.78,0.012307320068463258,,542.2653197245806,14903.087939275614,5.129155447162217,1.1235055876784534,-165.84200000000004,-135.91900000000004,0.47774330412339483,0.4106060233208221
4.0,63,2.6,10.4,586.703,0.032155423359657945,56.77235339385925,480.014,0.014218212139415185,182.92537559488017,334.58,0.009235865268273798,73.46467408556322,525.3703568285188,11956.635443183137,3.9561321194619348,1.8743280445779553,-106.68899999999996,-145.43400000000003,0.4421715111751037,0.28722573996214507
4.0,56,2.6,10.4,609.28,0.013616578344024115,99.13308154363858,481.592,0.007850500061682244,219.30176223622027,343.376,0.007300727015596799,,536.5539949766244,18138.65740394953,2.7301600713556495,0.8670038984861016,-127.68799999999999,-138.216,0.5765398518877968,0.5361645804946921
4.0,65,2.6,10.4,645.734,0.032064055105934346,66.50849560343124,457.893,0.01140613060585868,97.852721188055,341.778,0.009016915295179529,,556.8744673693617,16469.277846605088,4.588716962169304,1.746935267760027,-187.84100000000007,-116.11499999999995,0.35572950982571316,0.2812156873292891
4.0,69,2.6,10.4,634.118,0.035857047928275015,61.51124705027519,457.102,0.013568639957247643,90.37684744852669,350.568,0.01099891611054018,,550.6264860980785,17815.44413455518,5.092598665303168,1.8117566564883696,-177.01600000000008,-106.53399999999999,0.3784092874680884,0.30674349245206556
4.0,64,2.6,10.4,604.614,0.02620378654923106,56.21718216661884,332.18,0.009327173838462214,66.67710923107887,,,,541.1124504852323,15580.226281180996,3.073377216159471,2.2049718255635598,-272.434,,0.35594755822554647,
4.0,63,2.6,10.4,610.058,0.03121398871172363,60.161015623065055,471.33,0.011308645441074168,233.23301366820095,336.18,0.009635664479512446,87.98628041228005,537.8342182995199,14692.354133932984,4.287620998666501,1.8030809905514407,-138.728,-135.14999999999998,0.3622941478423347,0.30869699379026805
4.0,58,2.6,10.4,609.28,0.026756467396058817,60.03574948369783,465.009,0.009177563943795992,238.18064879850925,352.965,0.008775530842087521,76.77181480284281,542.8423303592944,15733.543806693831,3.59662820713123,1.9147550701454352,-144.27099999999996,-112.04400000000004,0.34300357397508435,0.3279779319216162
4.0,66,2.6,10.4,674.308,0.022937571924690352,74.74626009750091,465.009,0.0112649951232309,115.61684530657158,350.568,0.00666562915237983,426.39131521932615,571.3216563679816,17834.045175856478,4.068772087449182,1.271271783522894,-209.29899999999998,-114.44100000000003,0.49111541361991706,0.2905987248460612
4.0,65,2.6,10.4,610.835,0.0301527283602155,56.33645849314985,347.373,0.009425356398268239,,473.699,0.006200478352186082,242.83602400414333,543.958318395846,16298.368058187929,3.59685218424076,2.178697653104699,-263.46200000000005,126.32600000000002,0.3125871823494541,0.20563573147056227
4.0,61,2.6,10.4,606.947,0.03287348794567915,68.0366934125218,469.75,0.01265207247111239,218.95644238266374,332.18,0.011421933524605302,,538.8999677822392,14435.074620532512,4.568605202964929,1.7214760509489349,-137.197,-137.57,0.38487161727465435,0.34745122098023634
