size,thickness,materials,dielect1,Amplitude_1,Mean_1,FWHM_1,Amplitude_2,Mean_2,FWHM_2,Amplitude_3,Mean_3,FWHM_3,Baseline,RMSE,R_squared
49,4.0,2.6,10.4,0.010404361531643407,574.0505213065868,66.15689495653267,0.006413796050808422,473.79471251355994,66.3755311232,0.003808707204765217,338.2579927403616,66.3755311232,0.0001685636598618869,0.000495618154275947,0.9695626573286723
45,4.0,2.6,10.4,0.012283479823014793,563.0690025751021,60.74067982240757,0.005393304631247981,480.44668631320303,68.24368224348845,0.0034828515627567396,333.28188642826433,103.52800976053,0.000165779910313575,0.0005145527494822696,0.9731623646019089
50,4.0,2.6,10.4,0.012790445856719795,551.081173085319,58.43492666481039,0.006579889983194485,475.18001246214203,69.37770683999999,0.004394511729392215,339.94242058721403,57.12182950772004,9.340850131593763e-05,0.0004386096339339768,0.9834219796915173
50,4.0,2.6,10.4,0.011421516985562171,578.6342019604506,72.24236049856702,0.005709969607113075,482.73309163825985,79.48773403999999,0.0026062815940882766,358.9590842881143,72.92109184920804,-7.515308062532848e-05,0.00044607795693877656,0.9798401516028978
60,4.0,2.6,10.4,0.035246175456569384,610.7448383524273,62.49304257905915,0.01235603247873087,486.5623305915911,109.9658896703046,0.011375935773576632,338.9635779195106,68.71984793373093,0.0005302980834917539,0.0012861393909729762,0.9781914969994983
53,4.0,2.6,10.4,0.017575358180470343,583.4098468171488,71.22109651244125,0.008487713384900035,340.5243342218427,68.83899516406493,0.008749034088224356,481.5267497544453,112.71182213942856,0.0013931412880066223,0.0005775678850101633,0.9875313960782747
50,4.0,2.6,10.4,0.0205297866116606,572.786953109982,58.207788092055004,0.006417436701493502,331.6936789812341,41.025905158735746,0.003091307514625367,365.48912668316626,24.963682302000013,0.001243975870188063,0.0018853240727561911,0.8668060474322401
48,4.0,2.6,10.4,0.015672981849591715,555.3968816596512,54.35285837966355,0.0072167601233208995,478.0200703929224,71.37575597896456,0.004008007091727441,333.80988179749176,96.54125243261717,4.190571967894013e-05,0.000557905986690128,0.9799169771281506
53,4.0,2.6,10.4,0.017455034157030733,588.931969013774,75.34270267411156,0.009908884453468388,481.7213335160643,94.42417887094348,0.005950673584907842,331.6255224297158,91.19968366633412,-3.229537460066076e-05,0.00040815537088294664,0.9933353282278592
52,4.0,2.6,10.4,0.018693053510449288,576.8079710260727,53.63787497976645,0.011153258790664734,476.8492628133319,83.41760672240947,0.007498183907211269,338.6357567558588,83.3374169020942,-0.00021651987994712578,0.0005891686778504413,0.9856462766283648
50,4.0,2.6,10.4,0.020290102968797574,566.1944043667207,52.04364429615711,0.008032144456008765,337.82055342773003,77.42462200696977,0.007395833206076279,488.83930806664637,90.40084992197504,1.4190801279942267e-05,0.0006757051363374228,0.9827129474885605
49,4.0,2.6,10.4,0.012556119791468945,572.5308399088922,80.86356680143315,0.007569167524416143,474.88420423252217,67.06751656648582,0.005222123496409456,327.95093297820415,107.76158675253356,5.241285589300514e-05,0.00044159363168700923,0.9854668597904845
51,4.0,2.6,10.4,0.019732495569758503,575.82632336016,48.33483192845722,0.0075970853407994095,486.2663817761725,92.10090073396843,0.006922471761268881,341.4524975405232,57.47901925873604,0.00020406526706307862,0.00046498644276861514,0.9901487688880425
48,4.0,2.6,10.4,0.015775945751729893,570.4706415513077,57.194563018326534,0.00688997463106722,485.05645972651075,86.63744252300769,0.006166769406072446,314.7747064620953,110.08439133756629,-0.00022555934268460342,0.00043876272567353573,0.9885758404977847
58,4.0,2.6,10.4,0.020274862747394512,603.1528215760567,88.5319135028986,0.0117910467337719,477.5808638274918,97.62749827516839,0.008752754558386302,338.38486745667177,75.27083168340714,2.1905854104192212e-05,0.0005911529643289979,0.990195915042163
46,4.0,2.6,10.4,0.012794790951919054,564.4154116750968,67.27723608671846,0.009261980812798025,467.4346149162153,80.00229169175651,0.00442820221419438,347.441478588951,102.44681420218923,-0.0003385146003783013,0.0004043734360878657,0.9888040953845172
51,4.0,2.6,10.4,0.013082518661145914,574.3725962217609,95.21570815603782,0.00712363912831567,320.61704851507335,48.28834470414385,0.008259181475560469,462.74617766384364,76.79634846327015,0.00035869827689953354,0.000922308367404886,0.9512175140528499
55,4.0,2.6,10.4,0.018825392295853796,600.040430368291,73.34315422884782,0.009236493970332164,474.09835285078145,106.79176307408984,0.0077185899718736975,321.8521295676784,78.14990560348033,0.0002731417608125705,0.0005258531333407242,0.989551745076324
52,4.0,2.6,10.4,0.014551314409281679,567.1938557201303,55.05987794666668,0.007864639541660681,473.3730645689682,79.34247633845578,0.0069261573146954265,339.9451026880836,62.75299030893843,0.0003386638058020156,0.0004718212804172184,0.9847373079538069
50,4.0,2.6,10.4,0.021414326921651818,572.7102814579541,48.46831518484973,0.010672748168622659,477.7972802879532,87.5860650247424,0.005689132054354325,343.57987266337176,66.83207794866196,-6.413777197745181e-05,0.0006009756865630677,0.9866968745981943
49,4.0,2.6,10.4,0.01526135875240692,598.6806476574959,87.99378643446097,0.008946508628391227,472.7340925968699,93.53010819499218,0.005973226458137425,337.4000984923465,82.71313995577624,0.00016709637970174863,0.0006841504410262775,0.9767250146747616
51,4.0,2.6,10.4,0.008202593770006017,565.2740000000001,74.73898658488888,0.008903869748909388,618.9222798495598,71.48795104381922,0.006682241715447707,468.80008341564286,74.73898658488889,0.0008819476590970435,0.0014383415874157893,0.8734139576631779
60,4.0,2.6,10.4,0.02238845589714482,611.6344149804015,95.25717308626193,0.010463466307895054,334.722429621347,54.48703372548751,0.010033201680636648,469.6651796623723,113.90844780303485,7.618346969405799e-05,0.0005493094756853297,0.9927250824784921
51,4.0,2.6,10.4,0.013501003310437895,582.8127589434835,77.92115605635534,0.006706340394665506,477.21192786005867,87.32474086270095,0.0065313458631008365,332.09936298409065,74.71195264863128,0.00047228640286477635,0.000308640415983328,0.9935494814638843
58,4.0,2.6,10.4,0.015268514452392962,596.2576252167946,82.88112517119352,0.008667529373331184,336.8727198731332,67.61628306240867,0.008677936135124843,481.37960027802916,81.30961568010731,0.00029764074954008343,0.0007235558490383666,0.9742180177071198
60,4.0,2.6,10.4,0.01801416645828799,600.9387522774592,95.99172130976392,0.010726782752042394,479.69630224067345,82.50429548662979,0.007486785647364546,334.31874788193176,76.53776078336064,0.00016189418612632314,0.0005224020725210011,0.9906015538614369
58,4.0,2.6,10.4,0.01969248665276052,589.6466483190137,72.38760529151607,0.008114107208350523,484.8091289645005,81.23367140265043,0.006434685081093162,334.38180095998416,89.49454234359808,0.00010163318092530651,0.0006320090430607939,0.9851392427128736
58,4.0,2.6,10.4,0.016798515650731195,599.7940299875087,86.5944668494792,0.008865525984569323,485.842718511535,85.16438892461181,0.00830210981201084,326.15900000000005,86.33282008820139,-1.4755516829796194e-05,0.0006863748654958424,0.9805872993495612
53,4.0,2.6,10.4,0.012620845698259445,575.1215147112414,82.01995854031321,0.007332366795704551,470.4291528496899,81.11325098364198,0.006817447726792558,328.6159189055689,82.02811385599999,0.000278905469987312,0.0004414822133106854,0.986391175075831
52,4.0,2.6,10.4,0.012257933532647073,579.9844950576947,89.43103110634945,0.007463683979554832,471.86853837623397,60.47579812488966,0.0047598008407560045,330.61396345856656,106.84063138226931,0.00015446551050635895,0.0005609374792224619,0.975652201121082
55,4.0,2.6,10.4,0.013470996146321381,595.0247487404016,92.89143227519996,0.008000931138458242,341.5080088254565,80.31374873747767,0.008127688964629575,479.5279250802708,87.04235388424213,-0.00040503850349871536,0.0005692444426619021,0.9815591700896681
49,4.0,2.6,10.4,0.012084223468097158,578.1271055413746,79.80202401599998,0.008268438046751833,476.66873912480287,79.33458890761086,0.005063278010434699,346.07050960724854,71.03491082549338,-7.769581666616042e-05,0.0006048607855588513,0.973202416610955
55,4.0,2.6,10.4,0.01793840816557283,600.463397291613,70.13678431679833,0.00741698702573284,482.1047853640716,100.42569087844792,0.006248512212282474,338.729092521549,63.72215826449209,0.0002139090035626849,0.0005443065091932035,0.9865166178180532
52,4.0,2.6,10.4,0.018328075339820803,572.7643483978992,57.70544589304011,0.008259378170757692,476.3733035317426,90.28040785920001,0.006016697334932771,344.84083374781824,67.15319308232968,0.00035278504917774845,0.0006127753727175871,0.9827991307380682
55,4.0,2.6,10.4,0.015328884291889748,600.5919288370618,68.20276350895708,0.006525166207442939,476.0798434191837,92.6150706,0.00624287881416856,340.1602193234583,66.0516849614508,-0.00011649971177408315,0.000596322741456262,0.9774243587628444
50,4.0,2.6,10.4,0.012416917675404362,574.9724942956011,63.454047238398786,0.006881821049597795,456.7019768535403,56.41050076293006,0.005179967437908286,515.536,63.45404723840001,0.0012468784782113827,0.001472352603698043,0.8634283433666776
60,4.0,2.6,10.4,0.02443859214954536,613.2675511877937,44.105814127421404,0.009055781678383163,500.88379468111054,151.997037504,0.007860679110883428,326.90919421422404,74.08204554457618,0.0012767355947330267,0.0010131110415358296,0.9707991765543171
56,4.0,2.6,10.4,0.02007822954651451,604.1562185703042,59.445665601692525,0.007490753442208289,472.0408226818219,99.68146784695173,0.005134003503180904,337.1058789347831,72.44272648986168,0.000825396931573139,0.0011791871604316796,0.9422154955529668
56,4.0,2.6,10.4,0.02442448354423361,602.8239023676451,50.6846566294588,0.008610084212051207,483.4501082202499,116.06981041066669,0.006113820941704717,348.0669757425002,47.75793950375603,0.00039957246467284095,0.0010373636110250937,0.9670791032683487
62,4.0,2.6,10.4,0.03550421648975933,598.2874984220573,49.78272172257093,0.011330374369719797,482.23546769424945,111.37336582041837,0.007250487359585436,342.0922501753805,55.94482351452507,0.0007562475924522607,0.0012771070382065599,0.9749857381865018
60,4.0,2.6,10.4,0.025597055899736598,639.8652283017936,58.72269137546347,0.010590866575601775,502.11899999999997,130.62741230933335,0.007109930022705232,340.20818386872656,69.59832770850906,0.00045950475035447437,0.0015789741723208012,0.9399757085338648
70,4.0,2.6,10.4,0.03756882328149749,644.6884440786929,51.462647875147894,0.011639569691276648,498.9599999999999,193.882691808,0.008561692305857717,329.6816969536174,59.522322595534874,0.000463626771365757,0.0016771519974409755,0.9657903783350715
63,4.0,2.6,10.4,0.03268690950396841,617.6746200978125,46.172884106911994,0.010154587271732358,514.7479999999999,126.26440181333335,0.00989057486128625,336.0829470454389,77.90645020640947,0.0005268161077275089,0.0012740947302789698,0.9718317344113846
60,4.0,2.6,10.4,0.027016033163791774,621.0999131532261,54.22835713211259,0.009970458430195221,332.5483638979718,75.46879164850263,0.009990605786806862,503.69899999999996,131.23275803733333,-6.760199375988685e-05,0.001206207326699945,0.9679490496105869
56,4.0,2.6,10.4,0.030008131128011477,605.2426306393309,54.07877971542271,0.009105471274219974,484.83972582644384,114.68287376,0.008062031636819535,336.7612493018073,72.61835195830645,0.00017394360846613395,0.0010566824878768708,0.9771316183494582
62,4.0,2.6,10.4,0.0303216643052797,623.8983140050568,59.401256229455704,0.010947231679366051,483.29042195265663,121.28892880000001,0.009789037418085119,331.23374465312816,78.34343038926129,0.0006006419348780171,0.00155929595847301,0.9558613427307223
56,4.0,2.6,10.4,0.030380426027760928,602.1897724021342,56.51293494855623,0.011326979350845623,329.2632945623428,74.95463039507149,0.010525964798367671,489.4393108803102,116.74925447224909,0.0007087407511045682,0.0009007222792091984,0.9855079335433525
64,4.0,2.6,10.4,0.04246509241317727,627.1057458350085,49.60156407187508,0.012634535559552688,333.1461427878974,58.45368717729826,0.01089984538250083,501.3299999999999,176.16753793600003,0.0009702686490914094,0.0017092883554419424,0.9710549277898609
66,4.0,2.6,10.4,0.03781677105679823,622.2406125652424,50.96473981054132,0.011938572379105103,477.2136239637122,128.21398345600002,0.010651293510084382,329.3972930452539,71.14196219138901,0.0007558796094296245,0.0015594274343854895,0.9672087352300553
59,4.0,2.6,10.4,0.02651909933226898,622.6540652570666,71.31231810855883,0.009942378000541745,485.8700550309617,120.04373856811524,0.009046744187765857,327.0209895086289,86.24390828373951,0.00048822832449494166,0.001244175374138144,0.9674751966308348
58,4.0,2.6,10.4,0.02904535089617653,626.9289703314416,62.84223818014769,0.011567850684611131,486.0784319254264,124.06604652,0.009553105814008688,333.9550424128826,60.0238279663051,0.0005015446426531081,0.0014489067688995584,0.9608522069485022
60,4.0,2.6,10.4,0.033111518093061995,612.1132248200382,58.3819513684247,0.01113064383723539,488.5521316734673,112.4313613180181,0.011527543369236013,330.84699233043216,78.19284948909281,0.0003093313961666916,0.000981527404781991,0.9849334270589756
56,4.0,2.6,10.4,0.01465022466435437,615.0414653033275,83.40587205895505,0.008549499294826356,484.06109152954286,86.91672017599998,0.006337410896887668,334.35283588632797,86.91672017599991,5.491187027265672e-05,0.0007336291082176145,0.9693308333273173
60,4.0,2.6,10.4,0.02464460764939906,624.3681057980085,48.63724822789917,0.009128716584713337,515.536,171.6820768,0.007662696481710184,332.196462824516,74.78902668288251,0.00022384096038648,0.0012534707139810045,0.9618181418359665
57,4.0,2.6,10.4,0.028409668925370758,593.3579539050753,46.836190488344755,0.009253721361310297,502.11899999999997,144.03251297066666,0.008737066235053182,333.43443994591547,58.39762960074989,0.0006027813486503941,0.001174486430538556,0.9727573072824283
59,4.0,2.6,10.4,0.013838391884359794,632.8277008500022,45.93220820174307,0.004310881067881053,557.4820000000001,90.55570201599993,0.0035763780204287115,335.1881995210559,75.74773631137882,0.0008979012527335811,0.0011210607389637696,0.8899445593823966
60,4.0,2.6,10.4,0.0317275992970516,604.229860874211,44.54859503349402,0.007910466288068388,506.85699999999997,115.74411264000001,0.007910395830292774,338.8119485808512,58.81954333056552,0.000372186897309894,0.0010995307226774863,0.9753465152150121
56,4.0,2.6,10.4,0.029203095857571002,601.0040971794522,57.62154999849675,0.010997676565045038,489.67765745205116,99.17464914958786,0.009716170557474165,327.91806907847456,82.0557377449133,0.00018348296749067848,0.0013163576373647079,0.9664548988195474
61,4.0,2.6,10.4,0.017576439311954274,641.8958633475321,57.21911474389959,0.010291748967344637,585.7899205903105,90.81090170879989,0.007981190763435517,472.12283031755015,90.81090170879932,0.0018880460270241024,0.002108033445055107,0.8825638697109088
62,4.0,2.6,10.4,0.026071096159802406,618.6163971022532,43.60240701577061,0.009123485416006912,503.14183803257754,148.35952088533332,0.007473770515652093,337.94120697930043,65.50324124846809,0.00032422442451316504,0.0012433008603952595,0.9589899938606729
64,4.0,2.6,10.4,0.023122463528418045,641.0814742922192,58.15839742532731,0.009682758093854724,515.536,172.68765190550107,0.00851341045282104,335.5664346923629,54.007257985121136,-5.896258243980438e-05,0.0012758171899307003,0.9594794148617236
59,4.0,2.6,10.4,0.021130786770427228,603.8601179412241,52.580041232027874,0.010396665014191486,494.69493255070404,90.01848908,0.005699528058993826,324.0347996297359,90.01848908,5.3439503584468594e-05,0.0010135704119216278,0.9621519265187353
58,4.0,2.6,10.4,0.022282248000907508,609.5186912406444,69.56997621377147,0.010169933063041751,478.92320349728936,91.10578796799999,0.007573312639159355,344.04394583546366,66.71246826849227,0.0006862119434248782,0.0008140444664772955,0.9799844263187572
58,4.0,2.6,10.4,0.033053901183533976,605.9097507396193,49.670036051754515,0.010801356617953107,311.89785206008327,47.30439305330701,0.008550405719821737,359.89266956587943,30.0898899603504,0.0031025382077043548,0.0033689336175497303,0.8263515874560076
62,4.0,2.6,10.4,0.021879881789520658,632.9598496891304,92.25195276957477,0.0118711861633594,485.9119111279571,97.50085113600001,0.009640384443597869,329.6372156916641,87.95560573326524,-0.00012832999134532224,0.0011114673851415164,0.9687393073467236
63,4.0,2.6,10.4,0.02356779125158613,623.3224015088042,69.34678173422017,0.01009190465213034,483.85039576981177,117.11242004799998,0.007074874814166934,326.5522578034952,93.67675094734673,0.00042173816230522965,0.0011762731554759006,0.9632117554886
60,4.0,2.6,10.4,0.031177188245221966,622.5620333582626,56.898467870084275,0.011460773343125544,489.1914099585395,130.87608130133333,0.010618960467864714,327.7621973687342,78.16970544499662,0.0005556091311513818,0.0012411772853400537,0.9735299230076587
61,4.0,2.6,10.4,0.03240025758510478,614.6680761980616,56.06422993498105,0.011011126245969697,495.6645727903399,126.59972818133264,0.009081694625305442,333.3298336179105,70.98232866505897,0.0006051956183869805,0.0013189986089566608,0.9720831951304808
64,4.0,2.6,10.4,0.01894203884752102,656.8988234958304,54.26986075122446,0.009720135074758057,509.4262324151743,198.26862255199998,0.008100614859544232,323.4183708354903,60.7055155628028,0.0005041929530166836,0.0015072967038534638,0.9241584451941286
62,4.0,2.6,10.4,0.027749628511166514,644.6010200823238,75.4987176453485,0.01316186509895165,452.1742100062548,97.6755936261963,0.008211402585435837,326.9580000000001,78.31166631331743,0.0006876783492683235,0.0016641448313601747,0.9495782288215562
56,4.0,2.6,10.4,0.025216459505863747,598.9386403829202,46.64834360138415,0.010041682307543483,470.71209562295195,97.82273171801694,0.007010604628014506,325.36100000000005,93.97055650738533,0.00019388120295223932,0.0009829713830003665,0.970272977454276
58,4.0,2.6,10.4,0.024419586233492302,594.6947302676112,50.878679610238116,0.009112100649364869,474.92100235700485,113.89677814340071,0.005631449349972995,333.16337963563745,70.84745501580277,0.0005191747507777344,0.0008431814063329942,0.9781848463660151
64,4.0,2.6,10.4,0.0316546372633408,624.8768737762897,46.545676711017244,0.010290235406703409,490.18159753273346,171.19478604799988,0.008697016185922947,329.7019490076098,61.650729355640934,0.0007016896154061322,0.0015887248050111761,0.955051260784419
64,4.0,2.6,10.4,0.031132458250927687,619.3549745069146,46.72802921859507,0.008893642842724519,329.57926452616357,72.2301774480292,0.00854390488738749,494.21899999999994,126.06278193002368,0.00028405411746947,0.0013175691461205427,0.9636358212254461
63,4.0,2.6,10.4,0.03603959460094038,618.1732220991297,43.44007376654025,0.009067117331608053,506.3248107875137,128.27677865599998,0.007859175462925135,335.89030903581954,60.787654451397444,0.0005756700944998247,0.0013687715205957273,0.9692110117062533
63,4.0,2.6,10.4,0.03609534298934133,594.6866074545321,53.762062286966625,0.013430375053904443,485.45429370608935,101.36026944131322,0.012642330178974655,329.06923507428485,72.57626798635158,0.0001920959949981302,0.0009684454922126853,0.9874775682492598
60,4.0,2.6,10.4,0.028564138861329948,634.0396466824258,76.714103893845,0.012768123606436662,491.2690100052288,136.34188160489234,0.012543175242350416,330.1180669255095,67.26246868550321,0.00020621655371334019,0.0012432085738463589,0.9751610138394563
63,4.0,2.6,10.4,0.0346190061922768,586.4672552298285,46.957565676081224,0.013251732802408912,486.2259334424172,92.27531470296573,0.00845209315797476,339.08915787437513,68.96165786525086,0.0004155265962718084,0.0011058453862310982,0.9803116353907773
56,4.0,2.6,10.4,0.013053610652621773,607.0717400908914,85.4876456917995,0.007386999102925757,489.9835050825423,86.46833217851528,0.006713240426476192,329.53215650196245,92.09895055568767,0.00037181517075134883,0.0004725197119586854,0.9848397097429384
65,4.0,2.6,10.4,0.030544319923372254,642.4728988576278,69.41167245130889,0.009475676786078783,472.02159898166934,130.62741230933335,0.00815254376617391,325.469772015145,78.49507881052568,0.0005935921427986261,0.0015290163506137809,0.9595437770624287
69,4.0,2.6,10.4,0.03529486960268907,631.4329803892316,61.36475511152926,0.01128973219676398,469.42455921125173,111.82846846863754,0.010463970966511695,326.9580000000001,81.27355794889442,0.0008831204963992066,0.0018099312877297615,0.9547340109936113
64,4.0,2.6,10.4,0.021622187189572116,603.0782671630811,84.51197799200003,0.005049792649677319,479.3376734958677,84.51197799200003,0.007758612847697715,307.78000000000003,158.45995873500007,-0.00011718631408900884,0.0021286304751891153,0.8777180996722694
63,4.0,2.6,10.4,0.031563359577803665,609.9639477279861,54.01716350994372,0.010387865972566352,485.5828044150602,116.97029357866666,0.008782696609828288,336.8211766013167,77.50427139853349,0.0007492280117387954,0.0010528344618046487,0.9796657774626176
58,4.0,2.6,10.4,0.026720783505351633,608.2020293734747,56.33978123658576,0.00850615394922346,344.6215400389427,56.53026978587292,0.007984623243971537,476.35711993821667,124.36448298725922,0.00042639912884332885,0.0008852325941838291,0.9803437128436242
66,4.0,2.6,10.4,0.020968267856018828,668.1685920097101,78.84052926892883,0.009110208724982465,475.61497411993383,182.813153952,0.0044260859101739585,336.2031196777884,45.70328848800001,0.00033895760313788987,0.0014994501446755188,0.9320915382535355
65,4.0,2.6,10.4,0.030317560899943908,608.9509058574175,48.8147765130992,0.008789850156015739,352.7116299047088,29.83335280992854,0.008273181236209352,297.3790000000001,48.40895735546531,0.002119671901922523,0.002179382698535641,0.9020596942819867
61,4.0,2.6,10.4,0.03247813551107553,605.3927162341073,65.34087923578633,0.011518457309148578,480.61822539279035,100.43078993586545,0.011030592515707852,332.5719673870101,75.19462350086644,0.0002574088341280838,0.0012033432635598562,0.9780013181525631
60,4.0,2.6,10.4,0.029556833201479976,606.6008186742755,56.708075624624726,0.012897695883918057,473.66152910484476,105.42203033681184,0.010688472885496176,334.7792245625554,75.51243797553248,0.00011860955872247985,0.0009643060867490336,0.9822784143284083
63,4.0,2.6,10.4,0.026789828821050462,631.5918655924742,70.96712126393412,0.00779653046161645,337.1657425743307,61.70371592186815,0.008311950512675876,480.7004619313019,136.09101334399998,0.0006799591703035366,0.001320864659081502,0.9624886645152799
60,4.0,2.6,10.4,0.025067024319315727,599.5375306114477,45.696694089305275,0.008392628256588645,480.8349096774575,105.71823100799996,0.0060123486125548235,330.61651172801396,88.18824025651168,0.00036831391729026116,0.0008360986789951812,0.9769706449035389
65,4.0,2.6,10.4,0.03513698995260733,612.1341693847503,59.43760037116275,0.011543076158627272,480.06084101573214,113.41929372587137,0.010911282042051332,330.88114257016974,72.68359089804682,0.0007175086375520318,0.00124491618849469,0.9782257283591191
63,4.0,2.6,10.4,0.022576182802916348,632.9305909206474,91.8039124813497,0.01116387304811245,480.1177378183924,112.29344643491724,0.00855035985576814,333.8704146751051,64.84703909990124,0.0002063401455605426,0.0009476921399684483,0.9778650924397418
61,4.0,2.6,10.4,0.02602232815549653,609.5344700548834,51.458286580357495,0.009645662947659624,482.297574820106,126.32624830895934,0.010198422130192229,333.2432711217771,66.07492633725819,0.0005311505037914988,0.0011121671079412788,0.9686607665998991
54,3.0,2.6,7.8,0.016652361825987207,603.1102532553319,96.113391192,0.015587866237836893,309.87106282566765,50.96917883371377,0.011201768598364225,359.54265952753025,24.02834779800001,0.003670752943277036,0.004829078416038694,0.5569007198964404
49,3.0,2.6,7.8,0.0156543750826385,588.2162409278732,69.47494341082945,0.009830625718733306,482.48634353044736,66.36812599029007,0.003105973346267088,401.8855277862948,21.743779928000006,0.00021137276169880888,0.001144049637796889,0.9340953599859635
47,3.0,2.6,7.8,0.01802231544592759,588.0329598362005,60.43420816269582,0.00683719985316283,339.36471743789656,29.67151694000001,0.007661707590724019,472.7610941414749,118.68605185739584,-8.220240762782686e-05,0.0018216504470714412,0.8677992128078267
48,3.0,2.6,7.8,0.015465122482652279,581.4806066106765,49.606324144000006,0.01202714688089664,347.88983934914717,19.33053655114145,0.009044122814012377,479.3888657700103,49.606324144000006,0.00034280834521426207,0.002054123318347704,0.7819636640091068
50,3.0,2.6,7.8,0.018363098370781216,598.3254160906442,63.23622744162762,0.007377993570605833,343.849944770586,48.540788050018804,0.007652004371495384,488.2099931949724,81.61422371555553,0.000738561332310623,0.0011965788022960113,0.9366435093360462
46,3.0,2.6,7.8,0.023720869822451834,585.1018678160224,74.06163569422223,0.013218909127683753,456.4968573722949,74.06163569422223,0.00881131083759374,349.9861816100885,70.89518580491638,0.0013415376710193703,0.0020546944382541362,0.9055980240248501
46,3.0,2.6,7.8,0.01742519525856393,579.5822830943077,56.14985932865739,0.008350390936237094,478.49117767152075,81.21386155101712,0.0034354606504858214,354.91195701177725,28.760874405714297,-7.963373100337704e-05,0.0013444356349031142,0.9115593043322681
49,3.0,2.6,7.8,0.016981633541753596,583.3556491218103,61.96148607750429,0.011276283253331335,323.2843428477232,32.3901086523406,0.00672190060440093,365.12551326708325,32.908628254068525,0.0011562390740081157,0.0024355075766305653,0.7661874663078995
50,3.0,2.6,7.8,0.015390386463048748,599.2735185821538,67.85586516799998,0.008428907549103077,363.810881968141,26.719372368642663,0.005259916296032901,463.6141592885668,67.85586516799998,0.0008038002456611753,0.001263314717187684,0.9049275842785791
46,3.0,2.6,7.8,0.015681854106420222,578.7567694446522,65.3783259160807,0.004285096675026468,356.14831491844666,23.89777302900001,0.005674416344078577,480.2961375181496,94.47841287836275,0.00042747114348873523,0.0014373811128655966,0.888241902813933
47,3.0,2.6,7.8,0.01778191069193357,585.97382477398,64.92482645549269,0.010433863302937038,342.36047404958964,66.72617952,0.008321961918039147,469.62073617540153,66.72617952,0.00038252567320712285,0.0018303974029682491,0.8682989873628937
