dataset,target,task_type,model,best_score,best_params,n_samples,n_features,n_cv_folds,timestamp,elapsed_seconds,accuracy,accuracy_std,f1_weighted,f1_weighted_std,precision_weighted,precision_weighted_std,recall_weighted,recall_weighted_std,r2,r2_std,neg_mean_squared_error,neg_mean_squared_error_std,neg_mean_absolute_error,neg_mean_absolute_error_std,mse,rmse,mae
full_spectra,Thickness,classification,Extra Trees,0.6208695652173913,"{""max_depth"": null, ""min_samples_split"": 5, ""n_estimators"": 100}",575,909,5,2026-01-18 11:59:21,17.58398747444153,0.6208695652173913,0.030422357712236354,0.6101996984632636,0.03160808050551265,0.6340549731786773,0.03246153941405599,0.6208695652173913,0.030422357712236354,,,,,,,,,
full_spectra,Thickness,classification,K-Nearest Neighbors,0.6156521739130435,"{""knn__metric"": ""euclidean"", ""knn__n_neighbors"": 11, ""knn__weights"": ""distance""}",575,909,5,2026-01-18 14:27:54,24.192689418792725,0.6156521739130435,0.04775488771389907,0.6060524182953618,0.052446236667811855,0.6293263546603838,0.06371827887692423,0.6156521739130435,0.04775488771389907,,,,,,,,,
full_spectra,Thickness,classification,Random Forest,0.6139130434782608,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}",575,909,5,2026-01-18 11:59:04,201.2997989654541,0.6139130434782608,0.03281384741584903,0.5992365140521129,0.03777866147943239,0.6280442649432196,0.03697294854672938,0.6139130434782608,0.03281384741584903,,,,,,,,,
full_spectra,Thickness,classification,Logistic Regression,0.5913043478260869,"{""lr__C"": 10, ""lr__penalty"": ""l2"", ""lr__solver"": ""liblinear""}",575,909,5,2026-01-18 14:28:13,18.96895742416382,0.5913043478260869,0.04365182747134307,0.5842212857716593,0.04438902584956572,0.5950784007396707,0.05448613128981922,0.5913043478260869,0.04365182747134307,,,,,,,,,
full_spectra,Dielectric,classification,SVM,0.6434782608695653,"{""svc__C"": 10, ""svc__gamma"": ""scale"", ""svc__kernel"": ""rbf""}",575,909,5,2026-01-18 18:30:52,10.060094356536865,0.6434782608695653,0.03770344937161529,0.641861280747351,0.03803510107726409,0.6577528005293402,0.037571366284985454,0.6434782608695653,0.03770344937161529,,,,,,,,,
full_spectra,Dielectric,classification,Extra Trees,0.6313043478260869,"{""max_depth"": 20, ""min_samples_split"": 2, ""n_estimators"": 200}",575,909,5,2026-01-18 14:32:27,17.753836393356323,0.6313043478260869,0.018731008024815636,0.6154682001341086,0.0206045596517784,0.6237466698053031,0.020359237613101926,0.6313043478260869,0.018731008024815636,,,,,,,,,
full_spectra,Dielectric,classification,Hist Gradient Boosting,0.6260869565217392,"{""learning_rate"": 0.1, ""max_depth"": 10, ""max_iter"": 200}",575,909,5,2026-01-18 18:30:42,1251.720775604248,0.6260869565217392,0.043303998601699964,0.616227705273093,0.0422362841284839,0.632914223091123,0.05106247835765632,0.6260869565217392,0.043303998601699964,,,,,,,,,
full_spectra,Dielectric,classification,Gradient Boosting,0.6260869565217391,"{""gb__learning_rate"": 0.05, ""gb__max_depth"": 5, ""gb__n_estimators"": 200, ""gb__subsample"": 0.8}",575,909,5,2026-01-18 18:09:51,13043.307661294937,0.6260869565217391,0.03345284184638493,0.6029881571339663,0.03805147352345525,0.611164317703972,0.07085652733931898,0.6260869565217392,0.04295335316601206,,,,,,,,,
full_spectra,Dielectric,classification,Random Forest,0.6191304347826087,"{""max_depth"": null, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 100}",575,909,5,2026-01-18 14:32:10,197.9022777080536,0.6191304347826087,0.017735720047279246,0.6051359655300101,0.022439830348834868,0.6323590505881134,0.026408498073514114,0.6191304347826087,0.017735720047279246,,,,,,,,,
full_spectra,Dielectric,classification,Logistic Regression,0.6034782608695652,"{""lr__C"": 10, ""lr__penalty"": ""l2"", ""lr__solver"": ""liblinear""}",575,909,5,2026-01-18 18:31:40,23.39716410636902,0.6034782608695652,0.021721732168342237,0.5945818431237866,0.021775220665351976,0.6061066540767903,0.02853409888554894,0.6034782608695652,0.021721732168342237,,,,,,,,,
full_spectra,Dielectric,classification,K-Nearest Neighbors,0.6,"{""knn__metric"": ""euclidean"", ""knn__n_neighbors"": 5, ""knn__weights"": ""distance""}",575,909,5,2026-01-18 18:31:17,24.098902225494385,0.6,0.02961632411465463,0.5851013845450517,0.029537984967495774,0.5924395837442763,0.02251494073389568,0.6,0.02961632411465463,,,,,,,,,
full_spectra,Size,regression,Ridge Regression,0.4347908020710986,"{""ridge__alpha"": 1000}",575,909,5,2026-01-18 20:50:12,1.9938468933105469,,,,,,,,,0.4347908020710986,0.076372946107377,-14.986721596987815,1.6740587819575499,-3.085769655232639,0.19223232676447352,14.986721596987815,3.8712687322101282,3.085769655232639
full_spectra,Size,regression,SVR,0.42440648659660385,"{""svr__C"": 10, ""svr__gamma"": ""scale"", ""svr__kernel"": ""rbf""}",575,909,5,2026-01-18 20:50:03,40.63201570510864,,,,,,,,,0.42440648659660385,0.04140664964566701,-15.356234060340398,1.5721951291918859,-3.0372705883535365,0.103556940667276,15.356234060340398,3.9187031094917613,3.0372705883535365
full_spectra,Size,regression,K-Neighbors Regressor,0.4221196205276133,"{""knr__metric"": ""euclidean"", ""knr__n_neighbors"": 7, ""knr__weights"": ""distance""}",575,909,5,2026-01-18 20:50:10,6.684124946594238,,,,,,,,,0.4221196205276133,0.056734714461177276,-15.383745788071446,1.639288671957535,-3.067867071847766,0.21744842107162982,15.383745788071446,3.922211848953527,3.067867071847766
full_spectra,Size,regression,Lasso Regression,0.42080161230214347,"{""lasso__alpha"": 0.1}",575,909,5,2026-01-18 20:50:20,7.742528915405273,,,,,,,,,0.42080161230214347,0.06890300069859685,-15.380948543508026,1.6249744481050552,-3.1333435367917852,0.18008276712365393,15.380948543508026,3.921855242548866,3.1333435367917852
full_spectra,Size,regression,Hist Gradient Boosting Regressor,0.41022901683355356,"{""learning_rate"": 0.05, ""max_depth"": 5, ""max_iter"": 100}",575,909,5,2026-01-18 20:49:22,134.47384595870972,,,,,,,,,0.41022901683355356,0.0753790932149977,-15.664621101744704,1.8306376115220993,-3.0671733477944585,0.19037785687860512,15.664621101744704,3.9578556191130447,3.0671733477944585
full_spectra,Size,regression,Gradient Boosting Regressor,0.39826630895663706,"{""gbr__learning_rate"": 0.05, ""gbr__max_depth"": 3, ""gbr__n_estimators"": 100}",575,909,5,2026-01-18 20:47:08,457.2794108390808,,,,,,,,,0.39826630895663706,0.0766645623413821,-16.13153488734249,1.8499331294584331,-3.0806832785123026,0.16965174666625077,16.13153488734249,4.0164082072596266,3.0806832785123026
full_spectra,Size,regression,Extra Trees Regressor,0.39261876192503714,"{""max_depth"": 20, ""n_estimators"": 200}",575,909,5,2026-01-18 20:39:31,121.53175806999207,,,,,,,,,0.39261876192503714,0.0739358001969515,-16.139746211754584,1.8427109554509113,-3.103797146742302,0.21776601331135395,16.139746211754584,4.017430299551516,3.103797146742302
full_spectra,Size,regression,Random Forest Regressor,0.38965795538014836,"{""max_depth"": null, ""min_samples_split"": 2, ""n_estimators"": 200}",575,909,5,2026-01-18 20:37:29,7509.761477947235,,,,,,,,,0.38965795538014836,0.06896189247594449,-16.230490173913044,1.8039495101554692,-3.1163130434782613,0.2282975828032341,16.230490173913044,4.028708251277703,3.1163130434782613
